# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\enemies-2.png	0	128	128
70	textures\Background.png	76	220	72
80	textures\Background_Main.png	76	220	72
90	textures\world-1-1n.png	76	220	72
100	textures\mario-left.png	255	255	255
2362	2362	100
2363	2363	100
2364	2364	100
2365	2365	100
2366	2366	100
2367	2367	100
2368	2368	100
2369	2369	100
2370	2370	100
2371	2371	100
2372	2372	100
2373	2373	100
2374	2374	100
2375	2375	100
2376	2376	100
2377	2377	100
2378	2378	100
2379	2379	100
2380	2380	100
2381	2381	100
2382	2382	100
2383	2383	100
2384	2384	100
2385	2385	100
2386	2386	100
2387	2387	100
2388	2388	100
2389	2389	100
2390	2390	100
2391	2391	100
2392	2392	100
2393	2393	100
2394	2394	100
2395	2395	100
2396	2396	100
2397	2397	100
2398	2398	100
2399	2399	100
2400	2400	100
2401	2401	100
2402	2402	100
2403	2403	100
2404	2404	100
2405	2405	100
2406	2406	100
2407	2407	100
2408	2408	100
2409	2409	100
2410	2410	100
2411	2411	100
2412	2412	100
2413	2413	100
2414	2414	100
2415	2415	100
2416	2416	100
2417	2417	100
2418	2418	100
2419	2419	100
2420	2420	100
2421	2421	100
2422	2422	100
2423	2423	100
2424	2424	100
2425	2425	100
2426	2426	100
2427	2427	100
2428	2428	100
2429	2429	100
2430	2430	100
2431	2431	100
2432	2432	100
2433	2433	100
2434	2434	100
2435	2435	100
2436	2436	100
2437	2437	100
2438	2438	100
2439	2439	100
2440	2440	100
2441	2441	100
2442	2442	100
2443	2443	100
2444	2444	100
2445	2445	100
2446	2446	100
2447	2447	100
2448	2448	100
2449	2449	100
2450	2450	100
2451	2451	100
2452	2452	100
2453	2453	100
2454	2454	100
2455	2455	100
2456	2456	100
2457	2457	100
2458	2458	100
2459	2459	100
2460	2460	100
2461	2461	100
2462	2462	100
2463	2463	100
2464	2464	100
2465	2465	100
2466	2466	100
2467	2467	100
2468	2468	100
2469	2469	100
2470	2470	100
2471	2471	100
2472	2472	100

2473	2473	100
2474	2474	100
2475	2475	100
2476	2476	100
2477	2477	100
2478	2478	100
2479	2479	100
2480	2480	100
2481	2481	100
2482	2482	100
2483	2483	100
2484	2484	100
2485	2485	100
2486	2486	100
2487	2487	100
2488	2488	100
2489	2489	100
2490	2490	100
2491	2491	100
2492	2492	100
2493	2493	100
2494	2494	100
2495	2495	100
2496	2496	100
2497	2497	100
2498	2498	100
2499	2499	100
2500	2500	100
2501	2501	100
2502	2502	100
2503	2503	100
2504	2504	100
2505	2505	100
2506	2506	100
2507	2507	100
2508	2508	100
2509	2509	100
2510	2510	100
2511	2511	100
2512	2512	100
2513	2513	100
2514	2514	100
2515	2515	100
2516	2516	100
2517	2517	100
2518	2518	100
2519	2519	100
2520	2520	100
2521	2521	100
2522	2522	100
2523	2523	100
2524	2524	100
2525	2525	100
2526	2526	100
2527	2527	100
2528	2528	100
2529	2529	100
2530	2530	100
2531	2531	100
2532	2532	100
2533	2533	100
2534	2534	100
2535	2535	100
2536	2536	100
2537	2537	100
2538	2538	100
2539	2539	100
2540	2540	100
2541	2541	100
2542	2542	100
2543	2543	100
2544	2544	100
2545	2545	100
2546	2546	100
2547	2547	100
2548	2548	100
2549	2549	100
2550	2550	100
2551	2551	100
2552	2552	100
2553	2553	100
2554	2554	100
2555	2555	100
2556	2556	100
2557	2557	100
2558	2558	100
2559	2559	100
2560	2560	100
2561	2561	100
2562	2562	100
2563	2563	100
2564	2564	100
2565	2565	100
2566	2566	100
2567	2567	100
2568	2568	100
2569	2569	100
2570	2570	100
2571	2571	100
2572	2572	100
2573	2573	100
2574	2574	100
2575	2575	100
2576	2576	100
2577	2577	100
2578	2578	100
2579	2579	100
2580	2580	100
2581	2581	100
2582	2582	100
2583	2583	100
2584	2584	100
2585	2585	100
2586	2586	100
2587	2587	100
2588	2588	100
2589	2589	100
2590	2590	100
2591	2591	100
2592	2592	100
2593	2593	100
2594	2594	100
2595	2595	100
2596	2596	100
2597	2597	100
2598	2598	100
2599	2599	100
2600	2600	100
2601	2601	100
2602	2602	100
2603	2603	100
2604	2604	100
2605	2605	100
2606	2606	100
2607	2607	100
2608	2608	100
2609	2609	100
2610	2610	100
2611	2611	100
2612	2612	100
2613	2613	100
2614	2614	100
2615	2615	100
2616	2616	100
2617	2617	100
2618	2618	100
2619	2619	100
2620	2620	100
2621	2621	100
2622	2622	100
2623	2623	100
2624	2624	100
2625	2625	100
2626	2626	100
2627	2627	100
2628	2628	100
2629	2629	100
2630	2630	100
2631	2631	100
2632	2632	100
2633	2633	100
2634	2634	100
2635	2635	100
2636	2636	100
2637	2637	100
2638	2638	100
2639	2639	100


# ==== coin ==========
1001	2	100	3	100	4	100
# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	100	1002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100


#idle fire right
9	11009	100
#idle fire left
10	11007	100
#walking fire right
11	11009 	100	11010	100	11011	100
#walking fire left
12	11007	100	11006	100	11005	100


#idle tail right
13	17009	100
#idle tail left
14	17007	100
#walking tail right
15	17009	100	17010	100	17011	100
#walking tail left
16	17007	100	17006	100	17005	100

#idle frog right
17	24009	100
#idle frog left
18	24007	100
#walking frog right
19	24009	100	24010	100	24011	100
#walking frog left
20	24007	100	24006	100	24005	100

#idle hammer right
21	29009	100
#idle hammer left
22	29007	100
#walking hammer right
23	29009	100	29010	100	29011	100
#walking hammer left
24	29007	100	29006	100	29005	100
#stop left small
25	1015	100
#stop right small
26	1001	100
#stop right big
27	5001	100
#stop right left
28	5015	100
#jump up right big
29	8014	100
#jump down right big
31	5011	100
#jump up left big
30	8002	100
#jump down left big
32	5005	100
#sit right big
33	7015	100
#sit left big
34	7001	100
#small jump right
35	3014	100
#small jump left
36	3002	100
#small jump down right
37	2014	100
#small jump down left
38	2002	100
#FIRE_SIT_RIGHT	
39	13015	100
#FIRE_SIT_LEFT
40	13001	100
#FIRE_JUMP_RIGHT
41	14014	100
#FIRE_JUMP_LEFT
42	14002 	100
#FIRE_JUMP_DOWN_RIGHT
43	11011	
#FIRE_JUMP_DOWN_LEFT	
44	11005	100
#Fire stop right
45	11001	100
#fire stop left
46	11015	100
#sit tail right
47	19015	100
#sit tail left
48	19001	100
#jump tail up righ
49	20014	100
#jump tail up left
50	20002	100
#jump tail down right
51	17011	100
#jump tail down left
52	17005	100
#tail stop right
53	17001	100
#tail stop left
54	17015	100

#sit hammer right
55	31015	100
#sit hammer left
56	31001	100
#jump hammer up righ
57	32014	100
#jump hammer up left
58	32002	100
#jump hammer down right
59	29011	100
#jump hammer down left
60	29005	100
#tail hammer right
61	29001	100
#tail hammer left
62	29015	100
#tail use tail left
63	17008	50	17012	100	18008	50	17004	100
#tail use tail right
64	17008	100	17004	150	18008	100	17012	150
#shoot right
65	13014	100	13013	100	13012	100
#shoot left
66	13002	100	13003	100	13004	100
#run right
68	5004	50	5003	50	5002	50
#run left
67	5012	50	5013	50	5014	50
#walk fast BIG right 
69	10001	50	1002	50	10003	50
#walk fast BIG left
70	10011	50	10012	50	10013	50

#small walk fast right
71	10021	50	10022	50	10023	50
#small walk fast left
72	10031	50	10032	50	10033	50
#small run right
73	81010	50	81012	50
#small run left
74	81006	50	81004	50

#tail walk fast right
75	17009	50	17010	50	17011	50
#tail walk fast left
76	17007	50	17006	50	17005	50
#tail run right
77	17012	50	17013	50
#tail run left
78	17004	50	17003	50

#fire walk fast right
79	11009 	50	11010	50	11011	50
#fire walk fast left
80	11007	50	11006	50	11005	50
#fire run right
81	11012	50	11013	50	11014	50
#fire run left
82	11004	50	11003	50	11002	50

#jump-fly tail right
83	20013	100	19013	100
#jump-fly tail left
84	20003	100	19003	100

#fall tail right
85	23012	100	21013	100
#fall tail left
86	23004	100	21003	100

#kick tail right
87	20015	100
#kick tail left
88	200010	100

#die
599	10099	100
# ==== FIRE-BALL =========
200	14	100	15	100	16	100	17	100

# ==== BRICK =========
601	20001	100

# ==== QUESTION MARK BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100


# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100

# ====== KOOPAS =======
#walk left
100	7	100	8	100
#walk right
110	5	100	6 	100
#die
120	9	100
#die and moving
130	9	100	10	100	11	100	12	100
#die up
140	13	100
#############################################################################################
# id	ani1	ani2	ani3
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	9	10	11 	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88
# BRICK 
2	601
# QUESTION MARK BRICK 
22	602
# GOOMBA
3	701	702
# Background
4	1
801	801
802	802
803	803
804	804
805	805
806	806
807	807
808	808
809	809
810	810
811	811
812	812
813	813
814	814
815	815
816	816
817	817
818	818
819	819
820	820
821	821
822	822
823	823
824	824
825	825
826	826
827	827
828	828
829	829
830	830
831	831
832	832
833	833
834	834
835	835
836	836
837	837
838	838
839	839
840	840
841	841
842	842
843	843
844	844
845	845
846	846
847	847
848	848
849	849
850	850
851	851
852	852
853	853
854	854
855	855
856	856
857	857
858	858
859	859
860	860
861	861
862	862
863	863
864	864
865	865
866	866
867	867
868	868
869	869
870	870
871	871
872	872
873	873
874	874
875	875
876	876
877	877
878	878
879	879
880	880
881	881
882	882
883	883
884	884
885	885
886	886
887	887
888	888
889	889
890	890
891	891
892	892
893	893
894	894
895	895
896	896
897	897
898	898
899	899
900	900
901	901
902	902
903	903
904	904
905	905
906	906
907	907
908	908
909	909
910	910
911	911
912	912
913	913
914	914
915	915
916	916
917	917
918	918
919	919
920	920
921	921
922	922
923	923
924	924
925	925
926	926
927	927
928	928
929	929
930	930
931	931
932	932
933	933
934	934
935	935
936	936
937	937
938	938
939	939
940	940
941	941
942	942
943	943
944	944
945	945
946	946
947	947
948	948
949	949
950	950
951	951
952	952
953	953
954	954
955	955
956	956
957	957
958	958
959	959
960	960
961	961
962	962
963	963
964	964
965	965
966	966
967	967
968	968
969	969

970	970
971	971
972	972
973	973
974	974
975	975
976	976
977	977
978	978
979	979
980	980
981	981
982	982
983	983
984	984
985	985
986	986
987	987
988	988
989	989
990	990
991	991
992	992
993	993
994	994
995	995
996	996
997	997
998	998
999	999
1000	1000
100180	100180
100280	100280
1003	1003
1004	1004
1005	1005
1006	1006
1007	1007
1008	1008
1009	1009
1010	1010
1011	1011
1012	1012
1013	1013
1014	1014
101580	101580
1016	1016
1017	1017
1018	1018
1019	1019
1020	1020
1021	1021
1022	1022
1023	1023
1024	1024
1025	1025
1026	1026
1027	1027
1028	1028
1029	1029
1030	1030
1031	1031
1032	1032
1033	1033
1034	1034
1035	1035
1036	1036
1037	1037
1038	1038
1039	1039
1040	1040
1041	1041
1042	1042
1043	1043
1044	1044
1045	1045
1046	1046
1047	1047
1048	1048
1049	1049
1050	1050
1051	1051
1052	1052
1053	1053
1054	1054
1055	1055
1056	1056
1057	1057
1058	1058
1059	1059
1060	1060
1061	1061
1062	1062
1063	1063
1064	1064
1065	1065
1066	1066
1067	1067
1068	1068
1069	1069
1070	1070
1071	1071
1072	1072
1073	1073
1074	1074
1075	1075
1076	1076
1077	1077
1078	1078
1079	1079
1080	1080
1081	1081
1082	1082
1083	1083
1084	1084
1085	1085
1086	1086
1087	1087
1088	1088
1089	1089
1090	1090
1091	1091
1092	1092
1093	1093
1094	1094
1095	1095
1096	1096
1097	1097
1098	1098
1099	1099
1100	1100
1101	1101
1102	1102
1103	1103
1104	1104
1105	1105
1106	1106
1107	1107
1108	1108
1109	1109
1110	1110
1111	1111
1112	1112
1113	1113
1114	1114
1115	1115
1116	1116
1117	1117
1118	1118
1119	1119
1120	1120
1121	1121
1122	1122
1123	1123
1124	1124
1125	1125
1126	1126
1127	1127
1128	1128
1129	1129
1130	1130
1131	1131
1132	1132
1133	1133
1134	1134
1135	1135
1136	1136

1137	1137
1138	1138
1139	1139
1140	1140
1141	1141
1142	1142
1143	1143
1144	1144
1145	1145
1146	1146
1147	1147
1148	1148
1149	1149
1150	1150
1151	1151
1152	1152
1153	1153
1154	1154
1155	1155
1156	1156
1157	1157
1158	1158
1159	1159
1160	1160
1161	1161
1162	1162
1163	1163
1164	1164
1165	1165
1166	1166
1167	1167
1168	1168
1169	1169
1170	1170
1171	1171
1172	1172
1173	1173
1174	1174
1175	1175
1176	1176
1177	1177
1178	1178
1179	1179
1180	1180
1181	1181
1182	1182
1183	1183
1184	1184
1185	1185
1186	1186
1187	1187
1188	1188
1189	1189
1190	1190
1191	1191
1192	1192
1193	1193
1194	1194
1195	1195
1196	1196
1197	1197
1198	1198
1199	1199
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1207	1207
1208	1208
1209	1209
1210	1210
1211	1211
1212	1212
1213	1213
1214	1214
1215	1215
1216	1216
1217	1217
1218	1218
1219	1219
1220	1220
1221	1221
1222	1222
1223	1223
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
1231	1231
1232	1232
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
1247	1247
1248	1248
1249	1249
1250	1250
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
1263	1263
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
1278	1278
1279	1279
1280	1280
1281	1281
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
1300	1300
1301	1301
1302	1302
1303	1303

1304	1304
1305	1305
1306	1306
1307	1307
1308	1308
1309	1309
1310	1310
1311	1311
1312	1312
1313	1313
1314	1314
1315	1315
1316	1316
1317	1317
1318	1318
1319	1319
1320	1320
1321	1321
1322	1322
1323	1323
1324	1324
1325	1325
1326	1326
1327	1327
1328	1328
1329	1329
1330	1330
1331	1331
1332	1332
1333	1333
1334	1334
1335	1335
1336	1336
1337	1337
1338	1338
1339	1339
1340	1340
1341	1341
1342	1342
1343	1343
1344	1344
1345	1345
1346	1346
1347	1347
1348	1348
1349	1349
1350	1350
1351	1351
1352	1352
1353	1353
1354	1354
1355	1355
1356	1356
1357	1357
1358	1358
1359	1359
1360	1360
1361	1361
1362	1362
1363	1363
1364	1364
1365	1365
1366	1366
1367	1367
1368	1368
1369	1369
1370	1370
1371	1371
1372	1372
1373	1373
1374	1374
1375	1375
1376	1376
1377	1377
1378	1378
1379	1379
1380	1380
1381	1381
1382	1382
1383	1383
1384	1384
1385	1385
1386	1386
1387	1387
1388	1388
1389	1389
1390	1390
1391	1391
1392	1392
1393	1393
1394	1394
1395	1395
1396	1396
1397	1397
1398	1398
1399	1399
1400	1400
1401	1401
1402	1402
1403	1403
1404	1404
1405	1405
1406	1406
1407	1407
1408	1408
1409	1409
1410	1410
1411	1411
1412	1412
1413	1413
1414	1414
1415	1415
1416	1416
1417	1417
1418	1418
1419	1419
1420	1420
1421	1421
1422	1422
1423	1423
1424	1424
1425	1425
1426	1426
1427	1427
1428	1428
1429	1429
1430	1430
1431	1431
1432	1432
1433	1433
1434	1434
1435	1435
1436	1436
1437	1437
1438	1438
1439	1439
1440	1440
1441	1441
1442	1442
1443	1443
1444	1444
1445	1445
1446	1446
1447	1447
1448	1448
1449	1449
1450	1450
1451	1451
1452	1452
1453	1453
1454	1454
1455	1455
1456	1456
1457	1457
1458	1458
1459	1459
1460	1460
1461	1461
1462	1462
1463	1463
1464	1464
1465	1465
1466	1466
1467	1467
1468	1468
1469	1469
1470	1470

1471	1471
1472	1472
1473	1473
1474	1474
1475	1475
1476	1476
1477	1477
1478	1478
1479	1479
1480	1480
1481	1481
1482	1482
1483	1483
1484	1484
1485	1485
1486	1486
1487	1487
1488	1488
1489	1489
1490	1490
1491	1491
1492	1492
1493	1493
1494	1494
1495	1495
1496	1496
1497	1497
1498	1498
1499	1499
1500	1500
1501	1501
1502	1502
1503	1503
1504	1504
1505	1505
1506	1506
1507	1507
1508	1508
1509	1509
1510	1510
1511	1511
1512	1512
1513	1513
1514	1514
1515	1515
1516	1516
1517	1517
1518	1518
1519	1519
1520	1520
1521	1521
1522	1522
1523	1523
1524	1524
1525	1525
1526	1526
1527	1527
1528	1528
1529	1529
1530	1530
1531	1531
1532	1532
1533	1533
1534	1534
1535	1535
1536	1536
1537	1537
1538	1538
1539	1539
1540	1540
1541	1541
1542	1542
1543	1543
1544	1544
1545	1545
1546	1546
1547	1547
1548	1548
1549	1549
1550	1550
1551	1551
1552	1552
1553	1553
1554	1554
1555	1555
1556	1556
1557	1557
1558	1558
1559	1559
1560	1560
1561	1561
1562	1562
1563	1563
1564	1564
1565	1565
1566	1566
1567	1567
1568	1568
1569	1569
1570	1570
1571	1571
1572	1572
1573	1573
1574	1574
1575	1575
1576	1576
1577	1577
1578	1578
1579	1579
1580	1580
1581	1581
1582	1582
1583	1583
1584	1584
1585	1585
1586	1586
1587	1587
1588	1588
1589	1589
1590	1590
1591	1591
1592	1592
1593	1593
1594	1594
1595	1595
1596	1596
1597	1597
1598	1598
1599	1599
1600	1600
1601	1601
1602	1602
1603	1603
1604	1604
1605	1605
1606	1606
1607	1607
1608	1608
1609	1609
1610	1610
1611	1611
1612	1612
1613	1613
1614	1614
1615	1615
1616	1616
1617	1617
1618	1618
1619	1619
1620	1620
1621	1621
1622	1622
1623	1623
1624	1624
1625	1625
1626	1626
1627	1627
1628	1628
1629	1629
1630	1630
1631	1631
1632	1632
1633	1633
1634	1634
1635	1635
1636	1636
1637	1637

1638	1638
1639	1639
1640	1640
1641	1641
1642	1642
1643	1643
1644	1644
1645	1645
1646	1646
1647	1647
1648	1648
1649	1649
1650	1650
1651	1651
1652	1652
1653	1653
1654	1654
1655	1655
1656	1656
1657	1657
1658	1658
1659	1659
1660	1660
1661	1661
1662	1662
1663	1663
1664	1664
1665	1665
1666	1666
1667	1667
1668	1668
1669	1669
1670	1670
1671	1671
1672	1672
1673	1673
1674	1674
1675	1675
1676	1676
1677	1677
1678	1678
1679	1679
1680	1680
1681	1681
1682	1682
1683	1683
1684	1684
1685	1685
1686	1686
1687	1687
1688	1688
1689	1689
1690	1690
1691	1691
1692	1692
1693	1693
1694	1694
1695	1695
1696	1696
1697	1697
1698	1698
1699	1699
1700	1700
1701	1701
1702	1702
1703	1703
1704	1704
1705	1705
1706	1706
1707	1707
1708	1708
1709	1709
1710	1710
1711	1711
1712	1712
1713	1713
1714	1714
1715	1715
1716	1716
1717	1717
1718	1718
1719	1719
1720	1720
1721	1721
1722	1722
1723	1723
1724	1724
1725	1725
1726	1726
1727	1727
1728	1728
1729	1729
1730	1730
1731	1731
1732	1732
1733	1733
1734	1734
1735	1735
1736	1736
1737	1737
1738	1738
1739	1739
1740	1740
1741	1741
1742	1742
1743	1743
1744	1744
1745	1745
1746	1746
1747	1747
1748	1748
1749	1749
1750	1750
1751	1751
1752	1752
1753	1753
1754	1754
1755	1755
1756	1756
1757	1757
1758	1758
1759	1759
1760	1760
1761	1761
1762	1762
1763	1763
1764	1764
1765	1765
1766	1766
1767	1767
1768	1768
1769	1769
1770	1770
1771	1771
1772	1772
1773	1773
1774	1774
1775	1775
1776	1776
1777	1777
1778	1778
1779	1779
1780	1780
1781	1781
1782	1782
1783	1783
1784	1784
1785	1785
1786	1786
1787	1787
1788	1788
1789	1789
1790	1790
1791	1791
1792	1792
1793	1793
1794	1794
1795	1795
1796	1796
1797	1797
1798	1798
1799	1799
1800	1800
1801	1801
1802	1802
1803	1803
1804	1804

1805	1805
1806	1806
1807	1807
1808	1808
1809	1809
1810	1810
1811	1811
1812	1812
1813	1813
1814	1814
1815	1815
1816	1816
1817	1817
1818	1818
1819	1819
1820	1820
1821	1821
1822	1822
1823	1823
1824	1824
1825	1825
1826	1826
1827	1827
1828	1828
1829	1829
1830	1830
1831	1831
1832	1832
1833	1833
1834	1834
1835	1835
1836	1836
1837	1837
1838	1838
1839	1839
1840	1840
1841	1841
1842	1842
1843	1843
1844	1844
1845	1845
1846	1846
1847	1847
1848	1848
1849	1849
1850	1850
1851	1851
1852	1852
1853	1853
1854	1854
1855	1855
1856	1856
1857	1857
1858	1858
1859	1859
1860	1860
1861	1861
1862	1862
1863	1863
1864	1864
1865	1865
1866	1866
1867	1867
1868	1868
1869	1869
1870	1870
1871	1871
1872	1872
1873	1873
1874	1874
1875	1875
1876	1876
1877	1877
1878	1878
1879	1879
1880	1880
1881	1881
1882	1882
1883	1883
1884	1884
1885	1885
1886	1886
1887	1887
1888	1888
1889	1889
1890	1890
1891	1891
1892	1892
1893	1893
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
1899	1899
1900	1900
1901	1901
1902	1902
1903	1903
1904	1904
1905	1905
1906	1906
1907	1907
1908	1908
1909	1909
1910	1910
1911	1911
1912	1912
1913	1913
1914	1914
1915	1915
1916	1916
1917	1917
1918	1918
1919	1919
1920	1920
1921	1921
1922	1922
1923	1923
1924	1924
1925	1925
1926	1926
1927	1927
1928	1928
1929	1929
1930	1930
1931	1931
1932	1932
1933	1933
1934	1934
1935	1935
1936	1936
1937	1937
1938	1938
1939	1939
1940	1940
1941	1941
1942	1942
1943	1943
1944	1944
1945	1945
1946	1946
1947	1947
1948	1948
1949	1949
1950	1950
1951	1951
1952	1952
1953	1953
1954	1954
1955	1955
1956	1956
1957	1957
1958	1958
1959	1959
1960	1960
1961	1961
1962	1962
1963	1963
1964	1964
1965	1965
1966	1966
1967	1967
1968	1968
1969	1969
1970	1970
1971	1971

1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1980	1980
1981	1981
1982	1982
1983	1983
1984	1984
1985	1985
1986	1986
1987	1987
1988	1988
1989	1989
1990	1990
1991	1991
1992	1992
1993	1993
1994	1994
1995	1995
1996	1996
1997	1997
1998	1998
1999	1999
2000	2000
2001	2001
200280	200280
2003	2003
2004	2004
2005	2005
2006	2006
2007	2007
2008	2008
2009	2009
2010	2010
2011	2011
2012	2012
2013	2013
201480	201480
2015	2015
2016	2016
2017	2017
2018	2018
2019	2019
2020	2020
2021	2021
2022	2022
2023	2023
2024	2024
2025	2025
2026	2026
2027	2027
2028	2028
2029	2029
2030	2030
2031	2031
2032	2032
2033	2033
2034	2034
2035	2035
2036	2036
2037	2037
2038	2038
2039	2039
2040	2040
2041	2041
2042	2042
2043	2043
2044	2044
2045	2045
2046	2046
2047	2047
2048	2048
2049	2049
2050	2050
2051	2051
2052	2052
2053	2053
2054	2054
2055	2055
2056	2056
2057	2057
2058	2058
2059	2059
2060	2060
2061	2061
2062	2062
2063	2063
2064	2064
2065	2065
2066	2066
2067	2067
2068	2068
2069	2069
2070	2070
2071	2071
2072	2072
2073	2073
2074	2074
2075	2075
2076	2076
2077	2077
2078	2078
2079	2079
2080	2080
2081	2081
2082	2082
2083	2083
2084	2084
2085	2085
2086	2086
2087	2087
2088	2088
2089	2089
2090	2090
2091	2091
2092	2092
2093	2093
2094	2094
2095	2095
2096	2096
2097	2097
2098	2098
2099	2099
2100	2100
2101	2101
2102	2102
2103	2103
2104	2104
2105	2105
2106	2106
2107	2107
2108	2108
2109	2109
2110	2110
2111	2111
2112	2112
2113	2113
2114	2114
2115	2115
2116	2116
2117	2117
2118	2118
2119	2119
2120	2120
2121	2121
2122	2122
2123	2123
2124	2124
2125	2125
2126	2126
2127	2127
2128	2128
2129	2129
2130	2130
2131	2131
2132	2132
2133	2133
2134	2134
2135	2135
2136	2136
2137	2137
2138	2138

2139	2139
2140	2140
2141	2141
2142	2142
2143	2143
2144	2144
2145	2145
2146	2146
2147	2147
2148	2148
2149	2149
2150	2150
2151	2151
2152	2152
2153	2153
2154	2154
2155	2155
2156	2156
2157	2157
2158	2158
2159	2159
2160	2160
2161	2161
2162	2162
2163	2163
2164	2164
2165	2165
2166	2166
2167	2167
2168	2168
2169	2169
2170	2170
2171	2171
2172	2172
2173	2173
2174	2174
2175	2175
2176	2176
2177	2177
2178	2178
2179	2179
2180	2180
2181	2181
2182	2182
2183	2183
2184	2184
2185	2185
2186	2186
2187	2187
2188	2188
2189	2189
2190	2190
2191	2191
2192	2192
2193	2193
2194	2194
2195	2195
2196	2196
2197	2197
2198	2198
2199	2199
2200	2200
2201	2201
2202	2202
2203	2203
2204	2204
2205	2205
2206	2206
2207	2207
2208	2208
2209	2209
2210	2210
2211	2211
2212	2212
2213	2213
2214	2214
2215	2215
2216	2216
2217	2217
2218	2218
2219	2219
2220	2220
2221	2221
2222	2222
2223	2223
2224	2224
2225	2225
2226	2226
2227	2227
2228	2228
2229	2229
2230	2230
2231	2231
2232	2232
2233	2233
2234	2234
2235	2235
2236	2236
2237	2237
2238	2238
2239	2239
2240	2240
2241	2241
2242	2242
2243	2243
2244	2244
2245	2245
2246	2246
2247	2247
2248	2248
2249	2249
2250	2250
2251	2251
2252	2252
2253	2253
2254	2254
2255	2255
2256	2256
2257	2257
2258	2258
2259	2259
2260	2260
2261	2261
2262	2262
2263	2263
2264	2264
2265	2265
2266	2266
2267	2267
2268	2268
2269	2269
2270	2270
2271	2271
2272	2272
2273	2273
2274	2274
2275	2275
2276	2276
2277	2277
2278	2278
2279	2279
2280	2280
2281	2281
2282	2282
2283	2283
2284	2284
2285	2285
2286	2286
2287	2287
2288	2288
2289	2289
2290	2290
2291	2291
2292	2292
2293	2293
2294	2294
2295	2295
2296	2296
2297	2297
2298	2298
2299	2299
2300	2300
2301	2301
2302	2302
2303	2303
2304	2304
2305	2305

2306	2306
2307	2307
2308	2308
2309	2309
2310	2310
2311	2311
2312	2312
2313	2313
2314	2314
2315	2315
2316	2316
2317	2317
2318	2318
2319	2319
2320	2320
2321	2321
2322	2322
2323	2323
2324	2324
2325	2325
2326	2326
2327	2327
2328	2328
2329	2329
2330	2330
2331	2331
2332	2332
2333	2333
2334	2334
2335	2335
2336	2336
2337	2337
2338	2338
2339	2339
2340	2340
2341	2341
2342	2342
2343	2343
2344	2344
2345	2345
2346	2346
2347	2347
2348	2348
2349	2349
2350	2350
2351	2351
2352	2352
2353	2353
2354	2354
2355	2355
2356	2356
2357	2357
2358	2358
2359	2359
2360	2360
2361	2361
2362	2362
2363	2363
2364	2364
2365	2365
2366	2366
2367	2367
2368	2368
2369	2369
2370	2370
2371	2371
2372	2372
2373	2373
2374	2374
2375	2375
2376	2376
2377	2377
2378	2378
2379	2379
2380	2380
2381	2381
2382	2382
2383	2383
2384	2384
2385	2385
2386	2386
2387	2387
2388	2388
2389	2389
2390	2390
2391	2391
2392	2392
2393	2393
2394	2394
2395	2395
2396	2396
2397	2397
2398	2398
2399	2399
2400	2400
2401	2401
2402	2402
2403	2403
2404	2404
2405	2405
2406	2406
2407	2407
2408	2408
2409	2409
2410	2410
2411	2411
2412	2412
2413	2413
2414	2414
2415	2415
2416	2416
2417	2417
2418	2418
2419	2419
2420	2420
2421	2421
2422	2422
2423	2423
2424	2424
2425	2425
2426	2426
2427	2427
2428	2428
2429	2429
